Année;Cote_A;Cote_null;Cote_B;Nb_BM;Equipe_A;Equipe_B;Score_A;Score_B
2013-2014;1.61;3.69;5.93;7;Bordeaux;Bastia;1;0
2013-2014;2.42;3.09;3.11;7;Guingamp;Lorient;2;0
2013-2014;1.58;3.75;6.28;7;Lyon;Reims;0;1
2013-2014;1.75;3.51;4.90;7;Montpellier;Sochaux;2;1
2013-2014;2.36;3.12;3.19;7;Thonon-Evian;Rennes;1;2
2013-2014;3.59;3.22;2.13;7;Valenciennes;Marseille;0;1
2013-2014;1.41;4.42;8.38;7;Monaco;Toulouse;0;0
2013-2014;1.18;6.69;17.72;7;Paris SG;AC Ajaccio;1;1
2013-2014;2.07;3.17;3.82;7;Lorient;Nantes;2;1
2013-2014;1.52;3.82;7.24;7;Monaco;Montpellier;4;1
2013-2014;2.09;3.27;3.63;7;Bastia;Valenciennes;2;0
2013-2014;2.33;3.16;3.19;7;Nice;Rennes;2;1
2013-2014;3.55;3.10;2.20;7;Reims;Lille;2;1
2013-2014;1.52;3.88;6.95;7;St Etienne;Guingamp;1;0
2013-2014;2.52;3.00;3.06;7;Toulouse;Bordeaux;1;1
2013-2014;1.45;4.04;8.07;7;Marseille;Thonon-Evian;2;0
2013-2014;3.60;3.21;2.13;7;Sochaux;Lyon;1;3
2013-2014;3.33;3.11;2.29;8;Guingamp;Marseille;1;3
2013-2014;3.29;3.08;2.29;8;AC Ajaccio;St Etienne;0;1
2013-2014;3.02;3.11;2.46;8;Bordeaux;Monaco;0;2
2013-2014;1.65;3.61;5.79;8;Lille;Lorient;1;0
2013-2014;1.71;3.56;5.13;8;Lyon;Nice;4;0
2013-2014;1.80;3.38;4.83;8;Rennes;Reims;2;1
2013-2014;2.19;3.11;3.58;8;Thonon-Evian;Sochaux;1;1
2013-2014;2.65;3.04;2.83;8;Valenciennes;Toulouse;3;0
2013-2014;4.89;3.43;1.78;8;Montpellier;Paris SG;1;1
2012-2013;3.29;3.24;2.23;8;AC Ajaccio;Nice;0;2
2012-2013;2.91;2.55;2.93;8;Bastia;Sochaux;0;0
2012-2013;1.86;3.43;4.26;8;Bordeaux;Thonon-Evian;2;1
2012-2013;2.78;3.16;2.58;8;Brest;Nancy;1;2
2012-2013;1.92;3.49;3.96;8;Lille;St Etienne;1;1
2012-2013;3.51;3.33;2.09;8;Lorient;Paris SG;1;3
2012-2013;1.30;5.21;9.63;8;Lyon;Rennes;2;0
2012-2013;1.51;3.98;6.80;8;Marseille;Reims;0;0
2012-2013;2.27;3.26;3.14;8;Toulouse;Montpellier;2;0
2012-2013;2.65;3.57;2.45;8;Valenciennes;Troyes;2;1
2012-2013;2.48;3.13;3.00;8;Nice;Lyon;1;1
2012-2013;3.99;3.72;1.84;8;Montpellier;Lille;0;0
2012-2013;1.51;4.14;6.33;8;Nancy;Bastia;1;2
2012-2013;1.12;8.29;20.50;8;Paris SG;Brest;3;1
2012-2013;2.09;3.24;3.62;8;Reims;Lorient;1;0
2012-2013;2.27;3.31;3.14;8;Rennes;AC Ajaccio;1;1
2012-2013;2.54;3.01;2.99;8;Sochaux;Toulouse;1;2
2012-2013;1.86;3.52;4.17;8;St Etienne;Marseille;2;0
2012-2013;1.62;3.75;5.47;8;Thonon-Evian;Valenciennes;2;0
2012-2013;2.03;3.43;3.56;8;Troyes;Bordeaux;1;0
2012-2013;3.64;3.27;2.09;8;Lyon;Paris SG;0;1
2012-2013;2.58;3.10;2.86;8;Thonon-Evian;Nice;4;0
2012-2013;3.86;3.44;1.97;8;Lorient;St Etienne;3;1
2012-2013;2.09;3.26;3.67;8;AC Ajaccio;Troyes;0;1
2012-2013;2.33;3.31;3.05;8;Bastia;Montpellier;3;1
2012-2013;2.07;3.25;3.76;8;Bordeaux;Nancy;3;2
2012-2013;2.71;3.16;2.69;8;Brest;Sochaux;0;2
2012-2013;2.01;3.30;3.88;8;Valenciennes;Rennes;4;1
2012-2013;1.80;3.34;4.97;8;Marseille;Toulouse;2;1
2012-2013;1.34;4.72;10.13;8;Lille;Reims;3;0
2012-2013;1.21;6.39;13.90;8;Paris SG;Valenciennes;1;1
2012-2013;2.74;3.14;2.68;8;Nancy;Lyon;0;3
2012-2013;2.68;3.04;2.82;8;Rennes;Nice;0;3
2012-2013;1.49;4.05;7.35;8;Montpellier;Brest;2;1
2012-2013;2.33;2.86;3.56;8;Reims;AC Ajaccio;1;1
2012-2013;1.94;3.33;4.11;8;Sochaux;Lorient;1;0
2012-2013;3.90;3.31;2.01;8;Toulouse;Lille;4;2
2012-2013;2.27;3.32;3.16;8;Troyes;Thonon-Evian;1;0
2012-2013;1.60;3.84;5.91;8;Marseille;Bastia;2;1
2012-2013;1.53;3.96;6.61;8;St Etienne;Bordeaux;0;0
2012-2013;6.17;3.92;1.56;8;Thonon-Evian;Paris SG;0;1
2012-2013;1.87;3.40;4.43;8;Nice;Troyes;3;1
2012-2013;2.59;3.12;2.88;8;Lyon;St Etienne;1;1
2012-2013;2.69;3.15;2.79;8;AC Ajaccio;Montpellier;2;1
2012-2013;2.55;3.22;2.83;8;Bastia;Toulouse;0;0
2012-2013;1.75;3.46;5.14;8;Bordeaux;Reims;0;0
2012-2013;2.76;3.07;2.74;8;Brest;Rennes;0;2
2012-2013;2.37;3.13;3.18;8;Valenciennes;Nancy;0;0
2012-2013;2.69;3.14;2.74;8;Lorient;Marseille;0;1
2012-2013;1.37;4.54;9.59;8;Lille;Sochaux;3;3
2012-2013;1.87;3.45;4.32;8;Rennes;Troyes;1;2
2012-2013;1.46;4.13;7.79;8;St Etienne;AC Ajaccio;4;2
2012-2013;1.37;4.61;9.28;8;Paris SG;Nice;3;0
2012-2013;2.20;3.15;3.50;8;Nancy;Thonon-Evian;3;1
2012-2013;2.20;3.05;3.63;8;Reims;Valenciennes;0;1
2012-2013;2.69;3.09;2.75;8;Sochaux;Bordeaux;2;2
2012-2013;1.88;3.40;4.37;8;Toulouse;Lorient;0;1
2012-2013;3.95;3.42;1.95;8;Bastia;Lille;1;2
2012-2013;1.35;4.57;10.38;8;Marseille;Brest;1;0
2012-2013;2.29;3.23;3.22;8;Montpellier;Lyon;1;2
2012-2013;1.96;3.32;4.05;8;Lille;Marseille;0;0
2012-2013;1.94;3.27;4.18;8;Lyon;Toulouse;3;1
2012-2013;1.84;3.34;4.62;8;Nice;Sochaux;3;0
2012-2013;2.28;3.11;3.34;8;AC Ajaccio;Nancy;1;1
2012-2013;2.28;3.10;3.36;8;Bordeaux;Montpellier;4;2
2012-2013;2.53;3.12;2.92;8;Brest;Reims;0;2
2012-2013;1.87;3.47;4.26;8;Lorient;Bastia;4;1
2012-2013;2.33;3.17;3.21;8;Thonon-Evian;Rennes;4;2
2012-2013;5.46;3.71;1.65;8;Troyes;Paris SG;0;1
2012-2013;3.83;3.29;2.02;8;Valenciennes;St Etienne;0;0
2012-2013;1.62;3.66;5.91;8;Lille;Lorient;5;0
2012-2013;3.48;3.18;2.20;8;Reims;Lyon;1;0
2012-2013;1.50;4.01;6.97;8;St Etienne;Thonon-Evian;1;0
2012-2013;1.75;3.53;4.96;8;Bastia;Brest;4;0
2012-2013;1.57;3.70;6.61;8;Montpellier;Valenciennes;3;1
2012-2013;2.04;3.20;3.88;8;Nancy;Troyes;1;0
2012-2013;2.05;3.25;3.77;8;Sochaux;AC Ajaccio;0;0
2012-2013;2.05;3.16;3.94;8;Toulouse;Nice;3;4
2012-2013;3.25;3.17;2.30;8;Rennes;Paris SG;0;2
2012-2013;1.93;3.21;4.34;8;Marseille;Bordeaux;1;0
2012-2013;1.54;4.03;6.24;8;Lyon;Sochaux;1;2
2012-2013;5.17;3.50;1.74;8;Brest;Lille;1;2
2012-2013;2.92;3.11;2.54;8;Nice;Marseille;0;1
2012-2013;2.81;2.98;2.74;8;AC Ajaccio;Toulouse;2;3
2012-2013;1.88;3.26;4.57;8;Bordeaux;Lorient;1;1
2012-2013;1.73;3.46;5.17;8;Rennes;Nancy;0;2
2012-2013;2.00;3.19;4.07;8;Thonon-Evian;Reims;2;2
2012-2013;1.94;3.23;4.29;8;Valenciennes;Bastia;3;4
2012-2013;3.96;3.42;1.95;8;Troyes;St Etienne;2;2
2012-2013;1.58;3.83;6.11;8;Paris SG;Montpellier;1;0
2012-2013;2.82;3.18;2.60;8;St Etienne;Paris SG;2;2
2012-2013;2.27;2.99;3.55;8;Toulouse;Bordeaux;0;0
2012-2013;2.71;3.05;2.76;8;Nancy;Nice;1;0
2012-2013;1.48;4.00;7.43;8;Lille;Thonon-Evian;1;2
2012-2013;1.66;3.54;5.76;8;Lorient;Brest;4;0
2012-2013;1.59;3.67;6.33;8;Montpellier;Troyes;1;1
2012-2013;2.84;3.10;2.60;8;Reims;Rennes;1;0
2012-2013;2.28;3.14;3.33;8;Sochaux;Valenciennes;1;1
2012-2013;3.98;3.30;1.98;8;Bastia;Lyon;4;1
2012-2013;1.48;4.00;7.55;8;Marseille;AC Ajaccio;0;0
2012-2013;2.18;3.26;3.42;8;Lyon;Marseille;0;0
2012-2013;1.59;3.65;6.50;8;Bordeaux;Bastia;1;0
2012-2013;2.53;3.09;2.94;8;Nice;Montpellier;2;0
2012-2013;2.48;3.14;2.97;8;AC Ajaccio;Lorient;1;0
2012-2013;3.15;3.11;2.39;8;Brest;Toulouse;0;1
2012-2013;2.22;3.23;3.33;8;Thonon-Evian;Sochaux;5;1
2012-2013;2.19;3.16;3.50;8;Troyes;Reims;4;2
2012-2013;3.49;3.25;2.16;8;Valenciennes;Lille;1;3
2012-2013;1.21;6.47;13.97;8;Paris SG;Nancy;2;1
2012-2013;2.79;3.17;2.60;8;Rennes;St Etienne;2;2
2012-2013;1.90;3.22;4.52;8;Lille;Bordeaux;2;1
2012-2013;1.45;4.14;7.88;8;Marseille;Troyes;2;1
2012-2013;4.71;3.48;1.80;8;Brest;Lyon;1;1
2012-2013;2.23;3.18;3.38;8;Bastia;AC Ajaccio;1;0
2012-2013;1.81;3.46;4.66;8;Lorient;Valenciennes;1;1
2012-2013;1.94;3.32;4.16;8;Sochaux;Nancy;1;2
2012-2013;1.72;3.48;5.39;8;St Etienne;Nice;4;0
2012-2013;1.80;3.38;4.87;8;Toulouse;Thonon-Evian;0;0
2012-2013;6.97;4.19;1.48;8;Reims;Paris SG;1;0
2012-2013;2.00;3.28;3.93;8;Montpellier;Rennes;2;0
2012-2013;1.54;3.98;6.42;8;Paris SG;Marseille;2;0
2012-2013;1.44;4.02;8.56;8;Bordeaux;Brest;0;2
2012-2013;1.70;3.63;5.16;8;Lyon;Lorient;3;1
2012-2013;3.83;3.28;2.04;8;AC Ajaccio;Lille;1;3
2012-2013;3.74;3.26;2.07;8;Nancy;St Etienne;0;3
2012-2013;2.87;3.10;2.57;8;Thonon-Evian;Montpellier;0;1
2012-2013;1.99;3.33;3.90;8;Troyes;Bastia;0;0
2012-2013;2.49;3.06;3.03;8;Valenciennes;Toulouse;0;0
2012-2013;1.66;3.58;5.69;8;Rennes;Sochaux;2;2
2012-2013;1.69;3.52;5.50;8;Nice;Reims;2;0
2012-2013;7.67;4.29;1.44;8;Sochaux;Paris SG;3;2
2012-2013;4.05;3.27;1.98;8;Reims;St Etienne;1;1
2012-2013;2.37;3.06;3.23;8;Bordeaux;Lyon;0;4
2012-2013;2.61;3.08;2.86;8;Bastia;Nice;0;1
2012-2013;2.52;3.07;2.98;8;Brest;AC Ajaccio;1;1
2012-2013;1.82;3.48;4.53;8;Lorient;Thonon-Evian;2;1
2012-2013;1.52;3.89;6.99;8;Montpellier;Nancy;1;0
2012-2013;1.68;3.58;5.49;8;Toulouse;Troyes;2;2
2012-2013;1.56;3.85;6.41;8;Marseille;Valenciennes;1;0
2012-2013;1.82;3.36;4.73;8;Lille;Rennes;2;0
2012-2013;2.08;3.24;3.72;8;Lyon;Lille;1;3
2012-2013;2.08;3.22;3.74;8;Rennes;Toulouse;2;0
2012-2013;3.58;3.22;2.13;8;Thonon-Evian;Marseille;1;1
2012-2013;3.19;3.09;2.38;8;AC Ajaccio;Bordeaux;1;0
2012-2013;1.88;3.30;4.47;8;Nancy;Reims;1;2
2012-2013;2.13;3.18;3.65;8;Nice;Lorient;1;1
2012-2013;1.96;3.32;4.04;8;Troyes;Sochaux;0;0
2012-2013;1.62;3.72;5.82;8;Valenciennes;Brest;2;1
2012-2013;2.01;3.28;3.95;8;St Etienne;Montpellier;4;1
2012-2013;1.20;6.40;16.09;8;Paris SG;Bastia;3;1
2012-2013;1.41;4.35;8.39;8;Marseille;Nancy;0;1
2012-2013;1.48;4.03;7.51;8;Montpellier;Reims;3;1
2012-2013;3.55;3.29;2.12;8;AC Ajaccio;Lyon;3;1
2012-2013;2.58;3.21;2.78;8;Bastia;Thonon-Evian;0;0
2012-2013;1.64;3.59;6.01;8;Bordeaux;Valenciennes;2;0
2012-2013;3.13;3.05;2.44;8;Brest;Nice;0;2
2012-2013;1.46;4.17;7.58;8;Lille;Troyes;1;1
2012-2013;4.23;3.30;1.93;8;Sochaux;St Etienne;1;2
2012-2013;2.48;3.17;2.95;8;Lorient;Rennes;2;2
2012-2013;4.47;3.33;1.88;8;Toulouse;Paris SG;0;4
2012-2013;1.47;4.15;7.42;8;Paris SG;Lille;1;0
2012-2013;2.40;3.04;3.19;8;Nice;Bordeaux;0;1
2012-2013;1.51;3.97;7.14;8;St Etienne;Bastia;3;0
2012-2013;1.58;3.68;6.56;8;Montpellier;Sochaux;2;0
2012-2013;2.82;3.18;2.58;8;Nancy;Lorient;2;1
2012-2013;3.05;3.07;2.48;8;Reims;Toulouse;1;1
2012-2013;1.98;3.29;4.04;8;Thonon-Evian;AC Ajaccio;1;1
2012-2013;1.85;3.37;4.55;8;Troyes;Brest;2;1
2012-2013;2.78;3.05;2.71;8;Rennes;Marseille;2;2
2012-2013;2.95;3.22;2.46;8;Valenciennes;Lyon;0;2
2012-2013;3.52;3.21;2.16;8;Bordeaux;Paris SG;0;1
2012-2013;1.81;3.43;4.75;8;Lille;Nice;0;2
2012-2013;3.33;3.24;2.22;8;Bastia;Rennes;0;2
2012-2013;2.40;3.19;3.05;8;AC Ajaccio;Valenciennes;1;1
2012-2013;4.03;3.26;1.99;8;Brest;St Etienne;0;1
2012-2013;1.68;3.64;5.28;8;Lorient;Troyes;3;2
2012-2013;1.64;3.73;5.49;8;Toulouse;Nancy;2;1
2012-2013;1.86;3.36;4.48;8;Marseille;Montpellier;3;2
2012-2013;2.09;3.18;3.70;8;Sochaux;Reims;1;0
2012-2013;1.38;4.71;8.36;8;Lyon;Thonon-Evian;0;0
2012-2013;4.62;3.41;1.82;8;Sochaux;Marseille;3;1
2012-2013;2.01;3.24;3.94;8;Nice;Valenciennes;5;0
2012-2013;2.20;3.23;3.37;8;Reims;Bastia;1;2
2012-2013;1.73;3.55;5.07;8;Montpellier;Lorient;2;0
2012-2013;4.04;3.34;1.95;8;Nancy;Lille;2;2
2012-2013;2.36;3.09;3.19;8;Rennes;Bordeaux;0;2
2012-2013;1.78;3.41;4.87;8;Thonon-Evian;Brest;0;2
2012-2013;4.09;3.45;1.92;8;Troyes;Lyon;1;2
2012-2013;1.13;7.95;18.85;8;Paris SG;AC Ajaccio;0;0
2012-2013;1.97;3.21;4.17;8;St Etienne;Toulouse;2;2
2012-2013;1.84;3.36;4.57;8;Marseille;St Etienne;1;0
2012-2013;1.59;3.71;6.28;8;Toulouse;Sochaux;2;0
2012-2013;1.84;3.54;4.33;8;Valenciennes;Thonon-Evian;2;1
2012-2013;2.71;3.13;2.70;8;AC Ajaccio;Rennes;2;4
2012-2013;2.43;3.17;3.02;8;Bastia;Nancy;4;2
2012-2013;1.47;4.02;7.44;8;Bordeaux;Troyes;0;0
2012-2013;1.56;3.74;6.64;8;Lorient;Reims;2;2
2012-2013;1.67;3.68;5.33;8;Lyon;Nice;3;0
2012-2013;1.97;3.29;4.08;8;Lille;Montpellier;4;1
2012-2013;7.36;4.08;1.49;8;Brest;Paris SG;0;3
2012-2013;1.58;3.88;5.92;8;Paris SG;Lyon;1;0
2012-2013;1.73;3.54;5.02;8;St Etienne;Lorient;0;2
2012-2013;2.96;3.09;2.51;8;Nancy;Bordeaux;1;1
2012-2013;1.50;4.04;7.08;8;Montpellier;Bastia;4;0
2012-2013;1.91;3.32;4.25;8;Nice;Thonon-Evian;3;2
2012-2013;4.37;3.38;1.87;8;Reims;Lille;1;1
2012-2013;2.21;3.15;3.46;8;Sochaux;Brest;1;2
2012-2013;2.37;3.13;3.12;8;Troyes;AC Ajaccio;3;2
2012-2013;2.60;3.13;2.81;8;Toulouse;Marseille;0;1
2012-2013;1.99;3.30;3.91;8;Rennes;Valenciennes;2;0
2012-2013;2.18;3.11;3.56;8;Bordeaux;St Etienne;0;0
2012-2013;3.59;3.32;2.09;8;Bastia;Marseille;1;2
2012-2013;1.82;3.30;4.81;8;AC Ajaccio;Reims;2;0
2012-2013;3.61;3.12;2.16;8;Brest;Montpellier;1;2
2012-2013;1.59;3.79;6.02;8;Lorient;Sochaux;2;0
2012-2013;1.36;4.72;8.93;8;Lyon;Nancy;1;1
2012-2013;1.79;3.48;4.67;8;Thonon-Evian;Troyes;2;0
2012-2013;1.69;3.54;5.40;8;Lille;Toulouse;2;0
2012-2013;2.30;3.19;3.21;8;Nice;Rennes;1;0
2012-2013;4.48;3.56;1.80;8;Valenciennes;Paris SG;0;4
2012-2013;2.32;3.20;3.14;8;St Etienne;Lyon;0;1
2012-2013;1.59;3.75;6.09;8;Marseille;Lorient;0;3
2012-2013;3.72;3.23;2.08;8;Reims;Bordeaux;0;0
2012-2013;1.65;3.56;5.87;8;Montpellier;AC Ajaccio;3;0
2012-2013;2.55;3.15;2.84;8;Nancy;Valenciennes;1;1
2012-2013;1.61;3.56;6.34;8;Rennes;Brest;2;2
2012-2013;4.11;3.33;1.94;8;Sochaux;Lille;1;1
2012-2013;2.77;3.10;2.65;8;Troyes;Nice;1;1
2012-2013;1.22;6.11;13.41;8;Paris SG;Thonon-Evian;4;0
2012-2013;1.69;3.63;5.20;8;Toulouse;Bastia;0;0
2012-2013;2.68;3.09;2.77;8;Lorient;Toulouse;1;0
2012-2013;3.10;3.13;2.39;8;Troyes;Rennes;2;3
2012-2013;3.38;3.13;2.26;8;Brest;Marseille;1;2
2012-2013;1.44;4.11;8.18;8;Bordeaux;Sochaux;2;2
2012-2013;1.36;4.69;8.88;8;Lille;Bastia;0;0
2012-2013;4.60;3.50;1.80;8;Nice;Paris SG;2;1
2012-2013;1.97;3.35;3.90;8;Thonon-Evian;Nancy;1;1
2012-2013;1.56;3.88;6.23;8;Valenciennes;Reims;1;0
2012-2013;1.79;3.50;4.63;8;Lyon;Montpellier;1;0
2012-2013;2.99;3.18;2.44;8;AC Ajaccio;St Etienne;0;0
2012-2013;2.08;3.29;3.69;8;Marseille;Lyon;1;4
2012-2013;2.22;3.15;3.43;8;Marseille;Lille;1;0
2012-2013;2.46;3.17;2.98;8;Toulouse;Lyon;3;0
2012-2013;2.26;3.16;3.33;8;Montpellier;Bordeaux;1;0
2012-2013;2.41;3.32;2.92;8;Bastia;Lorient;2;1
2012-2013;2.28;3.15;3.28;8;Nancy;AC Ajaccio;1;1
2012-2013;2.21;3.12;3.52;8;Reims;Brest;0;0
2012-2013;1.58;3.90;5.85;8;Rennes;Thonon-Evian;0;1
2012-2013;2.52;3.11;2.93;8;Sochaux;Nice;0;1
2012-2013;1.19;6.62;15.64;8;Paris SG;Troyes;4;0
2012-2013;1.75;3.63;4.71;8;St Etienne;Valenciennes;1;0
2012-2013;2.22;3.16;3.41;8;Bordeaux;Marseille;1;0
2012-2013;2.56;3.08;2.90;8;Nice;Toulouse;1;0
2012-2013;1.38;4.51;8.91;8;Lyon;Reims;3;0
2012-2013;1.82;3.33;4.77;8;AC Ajaccio;Sochaux;0;1
2012-2013;2.35;3.21;3.09;8;Brest;Bastia;3;0
2012-2013;3.50;3.26;2.14;8;Thonon-Evian;St Etienne;2;2
2012-2013;2.31;3.12;3.28;8;Troyes;Nancy;3;3
2012-2013;2.15;3.28;3.45;8;Valenciennes;Montpellier;1;1
2012-2013;1.59;3.81;5.92;8;Paris SG;Rennes;1;2
2012-2013;3.14;3.23;2.31;8;Lorient;Lille;2;0
2012-2013;3.19;3.30;2.26;8;Montpellier;Paris SG;1;1
2012-2013;2.65;3.09;2.80;8;Lorient;Bordeaux;0;4
2012-2013;4.09;3.39;1.92;8;Sochaux;Lyon;1;1
2012-2013;1.50;4.00;7.15;8;Marseille;Nice;2;2
2012-2013;2.41;3.34;2.84;8;Bastia;Valenciennes;2;3
2012-2013;2.12;3.23;3.55;8;Reims;Thonon-Evian;1;2
2012-2013;1.37;4.68;8.80;8;St Etienne;Troyes;2;0
2012-2013;1.58;3.67;6.50;8;Toulouse;AC Ajaccio;2;4
2012-2013;1.35;4.60;9.91;8;Lille;Brest;1;0
2012-2013;3.05;3.15;2.41;8;Nancy;Rennes;1;3
2012-2013;2.30;3.16;3.22;8;Sochaux;Thonon-Evian;2;1
2012-2013;2.24;3.13;3.40;8;Bordeaux;Toulouse;1;0
2012-2013;1.55;4.02;6.02;8;Lyon;Bastia;5;2
2012-2013;3.32;3.18;2.24;8;AC Ajaccio;Marseille;0;2
2012-2013;1.90;3.32;4.31;8;Nice;Nancy;2;1
2012-2013;1.59;3.68;6.23;8;Rennes;Reims;1;0
2012-2013;3.49;3.21;2.16;8;Thonon-Evian;Lille;0;2
2012-2013;3.48;3.26;2.15;8;Troyes;Montpellier;1;1
2012-2013;1.62;3.77;5.61;8;Valenciennes;Sochaux;3;1
2012-2013;1.48;4.17;6.92;8;Paris SG;St Etienne;1;2
2012-2013;3.00;3.14;2.46;8;Brest;Lorient;2;0
2012-2013;2.78;3.20;2.58;8;Bastia;Bordeaux;3;1
2012-2013;1.76;3.47;4.89;8;Lorient;AC Ajaccio;4;4
2012-2013;1.81;3.40;4.56;8;Montpellier;Nice;3;1
2012-2013;6.99;3.95;1.51;8;Nancy;Paris SG;0;1
2012-2013;1.91;3.37;4.15;8;Reims;Troyes;1;1
2012-2013;1.47;3.93;8.07;8;Toulouse;Brest;3;1
2012-2013;1.67;3.55;5.50;8;Lille;Valenciennes;2;1
2012-2013;1.90;3.31;4.33;8;St Etienne;Rennes;2;0
2012-2013;5.52;3.76;1.63;8;Troyes;Marseille;1;0
2012-2013;1.33;4.80;10.26;8;Lyon;Brest;1;0
2012-2013;2.36;3.16;3.12;8;AC Ajaccio;Bastia;0;0
2012-2013;2.00;3.12;4.22;8;Nancy;Sochaux;1;1
2012-2013;2.77;3.14;2.63;8;Nice;St Etienne;1;1
2012-2013;2.21;3.19;3.41;8;Rennes;Montpellier;2;1
2012-2013;2.77;3.11;2.65;8;Thonon-Evian;Toulouse;0;4
2012-2013;2.20;3.21;3.40;8;Valenciennes;Lorient;6;1
2012-2013;1.22;6.03;14.29;8;Paris SG;Reims;1;0
2012-2013;2.35;3.10;3.20;8;Bordeaux;Lille;1;1
2012-2013;2.96;3.17;2.47;8;Marseille;Paris SG;2;2
2012-2013;2.43;3.23;2.98;8;Lorient;Lyon;1;1
2012-2013;3.83;3.21;2.05;8;Brest;Bordeaux;1;1
2012-2013;1.66;3.67;5.43;8;Bastia;Troyes;3;2
2012-2013;1.45;4.14;7.91;8;Lille;AC Ajaccio;2;0
2012-2013;2.43;3.09;3.11;8;Reims;Nice;3;1
2012-2013;3.08;3.18;2.38;8;Sochaux;Rennes;0;1
2012-2013;1.85;3.32;4.59;8;Toulouse;Valenciennes;2;2
2012-2013;1.70;3.55;5.25;8;Montpellier;Thonon-Evian;2;3
2012-2013;1.57;3.74;6.52;8;St Etienne;Nancy;4;0
2012-2013;1.99;3.31;3.91;8;Lyon;Bordeaux;0;2
2012-2013;1.53;3.89;6.40;8;St Etienne;Reims;0;0
2012-2013;3.30;3.14;2.27;8;Valenciennes;Marseille;4;1
2012-2013;1.78;3.32;5.11;8;AC Ajaccio;Brest;1;0
2012-2013;2.97;3.04;2.53;8;Nancy;Montpellier;0;2
2012-2013;2.30;3.12;3.28;8;Nice;Bastia;2;2
2012-2013;2.39;3.14;3.09;8;Thonon-Evian;Lorient;1;1
2012-2013;3.07;3.08;2.43;8;Troyes;Toulouse;0;2
2012-2013;1.17;6.76;17.40;8;Paris SG;Sochaux;2;0
2012-2013;2.64;3.09;2.79;8;Rennes;Lille;2;0
2012-2013;2.16;3.32;3.36;8;Lille;Lyon;1;1
2012-2013;1.41;4.25;8.48;8;Marseille;Thonon-Evian;1;0
2012-2013;1.51;3.82;7.22;8;Bordeaux;AC Ajaccio;2;2
2012-2013;2.89;2.98;2.64;8;Brest;Valenciennes;2;1
2012-2013;1.77;3.45;4.90;8;Lorient;Nice;1;1
2012-2013;2.30;3.07;3.31;8;Reims;Nancy;2;0
2012-2013;2.29;3.15;3.24;8;Sochaux;Troyes;3;1
2012-2013;2.12;3.16;3.65;8;Toulouse;Rennes;2;2
2012-2013;5.16;3.59;1.69;8;Bastia;Paris SG;0;4
2012-2013;2.02;3.31;3.80;8;Montpellier;St Etienne;1;1
2012-2013;3.62;3.20;2.11;8;Nancy;Marseille;0;1
2012-2013;1.44;4.25;7.66;8;Lyon;AC Ajaccio;2;0
2012-2013;1.87;3.26;4.43;8;Rennes;Lorient;1;2
2012-2013;1.90;3.16;4.56;8;Nice;Brest;4;2
2012-2013;1.49;4.07;6.98;8;St Etienne;Sochaux;0;1
2012-2013;2.38;3.23;3.01;8;Thonon-Evian;Bastia;3;0
2012-2013;2.81;3.03;2.67;8;Valenciennes;Bordeaux;0;0
2012-2013;4.43;3.38;1.86;8;Troyes;Lille;1;1
2012-2013;1.45;4.14;7.54;8;Paris SG;Toulouse;2;0
2012-2013;3.47;3.14;2.20;8;Reims;Montpellier;3;1
2012-2013;2.69;3.25;2.60;8;Lille;Paris SG;1;2
2012-2013;1.93;3.30;4.13;8;Marseille;Rennes;3;1
2012-2013;1.60;3.59;6.32;8;Bordeaux;Nice;1;1
2012-2013;2.26;3.10;3.35;8;AC Ajaccio;Thonon-Evian;2;0
2012-2013;2.40;3.15;3.04;8;Bastia;St Etienne;0;3
2012-2013;2.33;3.04;3.29;8;Brest;Troyes;2;1
2012-2013;1.95;3.23;4.15;8;Lorient;Nancy;3;0
2012-2013;4.17;3.20;1.96;8;Sochaux;Montpellier;1;3
2012-2013;1.60;3.63;6.24;8;Toulouse;Reims;1;1
2012-2013;1.68;3.58;5.25;8;Lyon;Valenciennes;3;2
2012-2013;1.58;3.71;6.32;8;Paris SG;Bordeaux;0;0
2012-2013;2.38;3.06;3.17;8;Montpellier;Marseille;0;1
2012-2013;1.59;3.58;6.52;8;St Etienne;Brest;4;0
2012-2013;2.32;3.03;3.33;8;Nancy;Toulouse;0;1
2012-2013;2.08;3.20;3.73;8;Reims;Sochaux;1;0
2012-2013;1.75;3.46;4.96;8;Rennes;Bastia;3;2
2012-2013;2.58;3.06;2.87;8;Troyes;Lorient;2;2
2012-2013;1.82;3.33;4.68;8;Valenciennes;AC Ajaccio;3;0
2012-2013;3.56;3.10;2.19;8;Nice;Lille;2;2
2012-2013;3.82;3.36;1.99;8;Thonon-Evian;Lyon;1;1
2012-2013;5.71;3.67;1.61;7;AC Ajaccio;Paris SG;0;0
2012-2013;2.09;3.17;3.62;7;Bordeaux;Rennes;1;0
2012-2013;1.44;4.12;7.76;7;Marseille;Sochaux;2;0
2012-2013;1.68;3.48;5.51;7;Bastia;Reims;2;1
2012-2013;2.44;3.00;3.07;7;Brest;Thonon-Evian;1;0
2012-2013;2.77;3.04;2.66;7;Lorient;Montpellier;2;1
2012-2013;2.16;3.06;3.59;7;Toulouse;St Etienne;2;1
2012-2013;1.77;3.31;5.04;7;Valenciennes;Nice;0;0
