,Equipe_D,Equipe_E,Cote_D,Cote_N,Cote_E,Score_D,Score_E,Saison,Winner_D,Winner_E,Elo_D_Before,Elo_D,Elo_E_Before,Elo_E,Diff_Victoire,Diff_Nul,Diff_Defaite,Diff_But,Diff_Encaisse,Diff_Moyenne_cote,Diff_Elo_Before,Points_a,Points_b,Diff_Points,PCA1,PCA2,PCA3
100,Lens,Lyon,2.33,3.66,2.99,1,0,2022-2023,1,0,1611.0743642645195,1620.671709494773,1597.0771368135734,1587.4797915833199,1,2,-3,0,-3,-0.478,13.997227450946184,18,13,5,0.4739653049448214,0.25340438215864053,-0.8950051881504605
101,Monaco,Nantes,1.44,5.02,6.81,4,1,2022-2023,1,0,1648.41857909507,1654.8321891421983,1518.0179692912684,1511.6043592441401,2,-1,-1,3,-2,-0.7759999999999998,130.40060980380167,14,7,7,0.6619699929190509,0.6697489149439761,-0.08224166258198114
102,AC Ajaccio,Clermont,2.48,3.03,3.25,1,3,2022-2023,0,1,1430.0017681804281,1420.9075788722769,1461.5593539105764,1470.6535432187277,0,-1,1,-2,1,-1.3259999999999996,-31.557585730148276,4,10,-6,-0.4734854735098051,-0.09953035940302114,-0.05997101959366443
103,Auxerre,Brest,3.18,3.3,2.36,1,1,2022-2023,0,0,1488.1658714003986,1487.5293412137175,1466.0206064986912,1466.6571366853723,1,-1,0,1,-1,-2.073999999999999,22.145264901707378,7,5,2,0.2302410718018013,0.36448049295416846,-0.12316514069665578
104,Toulouse,Montpellier,1.98,3.84,3.6,4,2,2022-2023,1,0,1418.4135488749387,1430.290395756046,1484.4041560199703,1472.5273091388628,-2,0,2,-10,4,1.4119999999999995,-65.99060714503162,8,12,-4,-0.5042134933094627,-2.5422183160712906,-0.2049889143370061
105,Troyes,Reims,2.71,3.27,2.74,2,2,2022-2023,0,0,1464.2354999276,1464.934125028005,1488.547827919285,1487.84920281888,2,-1,-1,5,-2,1.794,-24.31232799168515,10,6,4,0.44079890991281473,1.2539616675384435,0.1520206011472084
106,Lorient,Lille,3.05,3.54,2.33,2,1,2022-2023,1,0,1518.244623121711,1530.3368017048708,1592.0237028777822,1579.9315242946222,1,0,-1,2,2,1.2039999999999997,-73.77907975607127,19,13,6,0.5068285065980216,0.02504630853653226,0.7468695692050413
107,Paris SG,Nice,1.22,7.17,12.37,2,1,2022-2023,1,0,1736.4741953795635,1741.5719857778806,1550.1267183600385,1545.0289279617214,2,1,-3,6,-5,-1.4459999999999995,186.34747701952506,22,8,14,1.2957204601966243,1.265274226041808,-0.5039321417576271
108,Strasbourg,Rennes,3.32,3.53,2.19,1,3,2022-2023,0,1,1535.2262796950981,1526.7785120184403,1589.5958607026364,1598.0436283792942,-2,1,1,-8,0,0.005999999999999783,-54.36958100753827,5,12,-7,-0.6514962700891732,-1.449843000362765,-1.0696644752147528
109,Angers,Marseille,4.44,3.86,1.8,0,3,2022-2023,0,1,1457.8247490327567,1452.9272287987653,1653.4535584707685,1658.3510787047599,-2,-1,3,-3,11,2.6420000000000003,-195.62880943801179,8,20,-12,-1.1110439441326807,-1.1937275804903076,2.2987548162526186
110,Lyon,Paris SG,5.2,5.05,1.54,0,1,2022-2023,0,1,1603.592337998174,1597.0771368135734,1729.958994194963,1736.4741953795635,-2,0,2,-5,5,0.5299999999999998,-126.36665619678911,13,19,-6,-0.5913917831705301,-1.3797603498140816,0.5960797789067906
111,Nantes,Lens,3.63,3.67,2.03,0,0,2022-2023,0,0,1515.2542753231844,1518.0179692912684,1613.8380582326035,1611.0743642645195,-3,0,3,-6,5,2.6480000000000006,-98.58378290941914,6,17,-11,-1.0208337407650656,-1.4460503872864399,0.4862814327004079
112,Brest,AC Ajaccio,2.15,3.14,3.9,0,1,2022-2023,0,1,1477.713966077889,1466.0206064986912,1418.3084086012304,1430.0017681804281,1,1,-2,3,4,3.743999999999999,59.40555747665849,5,1,4,0.3327070623996028,0.19108725604809246,1.2752712167351499
113,Clermont,Troyes,2.35,3.31,3.21,1,3,2022-2023,0,1,1472.087907466871,1461.5593539105764,1453.7069463713053,1464.2354999276,0,0,0,-5,-6,-1.233999999999999,18.38096109556568,10,7,3,0.26052741048332784,-0.6602202744398165,-2.0457522868642024
114,Marseille,Rennes,2.06,3.55,3.7,1,1,2022-2023,0,0,1655.378011380981,1653.4535584707685,1587.671407792424,1589.5958607026364,2,-1,-1,-2,-3,0.030000000000000027,67.70660358855707,19,11,8,0.6719506130479997,-0.4248700649399755,-0.8995391734301592
115,Nice,Angers,1.67,4.02,5.21,0,1,2022-2023,0,1,1563.4210731942921,1550.1267183600385,1444.530394198503,1457.8247490327567,1,0,-1,-3,-10,-1.2640000000000002,118.89067899578913,8,5,3,0.3443827052555528,0.2817766787465558,-2.820257897193941
116,Reims,Monaco,3.26,3.57,2.21,0,3,2022-2023,0,1,1494.5305661082882,1488.547827919285,1642.435840906067,1648.41857909507,-1,2,-1,0,-4,-0.3279999999999994,-147.9052747977787,6,11,-5,-0.3177923504487034,0.743001946155074,-1.1732947746090663
117,Lille,Toulouse,1.74,3.97,4.68,2,1,2022-2023,1,0,1586.383214327279,1592.0237028777822,1424.054037425442,1418.4135488749387,1,-1,0,5,3,-0.3980000000000006,162.32917690183695,10,8,2,0.23499322153654054,0.8414784928228168,1.3453134254281591
118,Montpellier,Strasbourg,2.53,3.43,2.82,2,1,2022-2023,1,0,1472.2762582975288,1484.4041560199703,1547.3541774175396,1535.2262796950981,2,-4,2,9,3,0.8220000000000001,-75.07791912001085,9,5,4,0.43799968893859725,1.5379239667921216,2.0612060211973002
119,Auxerre,Lorient,2.75,3.38,2.61,1,3,2022-2023,0,1,1497.858165819843,1488.1658714003986,1508.5523287022665,1518.244623121711,-2,0,2,-7,1,2.3079999999999994,-10.694162882423598,7,16,-9,-0.8232369849632022,-1.291698568686367,-0.6250972618715823
120,Monaco,Lyon,2.62,3.54,2.69,2,1,2022-2023,1,0,1633.0106551425943,1642.435840906067,1613.0175237616465,1603.592337998174,-2,1,1,-7,4,2.26,19.993131380947716,8,13,-5,-0.538951424616545,-1.7797297717083773,0.07503926946885123
121,Rennes,Auxerre,1.42,4.88,7.35,5,0,2022-2023,1,0,1579.7699499604153,1587.671407792424,1505.7596236518516,1497.858165819843,0,1,-1,2,-1,-2.4279999999999995,74.01032630856366,8,7,1,0.16715393127271289,0.6336824367637699,-0.12709435908910413
122,AC Ajaccio,Nice,3.39,3.04,2.4,0,1,2022-2023,0,1,1424.6723577040407,1418.3084086012304,1557.057124091482,1563.4210731942921,-1,0,1,-1,1,1.1959999999999997,-132.38476638744123,1,5,-4,-0.32761954147412436,-0.14390983157585188,0.10373335326334493
123,Angers,Montpellier,2.46,3.53,2.85,2,1,2022-2023,1,0,1433.0830782590817,1444.530394198503,1483.72357423695,1472.2762582975288,-2,1,1,-7,7,-4.148000000000001,-50.64049597786834,2,9,-7,-0.6832014580610326,-1.785501679522063,0.6706055026795544
124,Lorient,Nantes,2.43,3.2,3.16,3,2,2022-2023,1,0,1497.7387539627641,1508.5523287022665,1526.0678500626868,1515.2542753231844,2,-1,-1,4,1,-1.3160000000000007,-28.329096099922708,13,6,7,0.6484064199567411,0.6251136976493822,0.7509335917123613
125,Toulouse,Reims,2.42,3.5,2.94,1,0,2022-2023,1,0,1411.3629422147553,1424.054037425442,1507.2216613189748,1494.5305661082882,0,-2,2,-3,1,0.5780000000000003,-95.85871910421952,5,6,-1,-0.11719026607949709,-0.7450958656718936,0.0027021799788468264
126,Strasbourg,Clermont,1.73,3.71,5.24,0,0,2022-2023,0,0,1549.610897114234,1547.3541774175396,1469.8311877701767,1472.087907466871,-3,4,-1,-4,0,-2.23,79.77970934405721,4,9,-5,-0.42020571491672526,-0.6237730325377474,-0.7734026372873744
127,Marseille,Lille,2.15,3.55,3.44,2,1,2022-2023,1,0,1646.8626015045772,1655.378011380981,1594.8986242036826,1586.383214327279,2,0,-2,0,-10,-1.416,51.96397730089461,16,10,6,0.6344066103849682,0.8791735375155897,-2.4699986708980273
128,Paris SG,Brest,1.09,12.23,24.9,1,0,2022-2023,1,0,1726.0240061065222,1729.958994194963,1481.6489541663298,1477.713966077889,3,-1,-2,13,-9,-2.268,244.3750519401924,16,5,11,1.2148741044547076,3.4209184480080608,-0.5714731910722523
129,Lens,Troyes,1.51,4.65,6.15,1,0,2022-2023,1,0,1607.8619210207787,1613.8380582326035,1459.6830835831302,1453.7069463713053,1,1,-2,3,-6,-2.9299999999999997,148.17883743764855,14,7,7,0.7164170285507,1.0604240967925722,-1.17885460596084
130,Lorient,Lyon,4.35,4.09,1.77,3,1,2022-2023,1,0,1483.8386312289797,1497.7387539627641,1626.917646495431,1613.0175237616465,-1,0,1,-6,4,2.7800000000000002,-143.07901526645128,10,13,-3,-0.36520280793283705,-1.6247104761060442,0.2583138658148749
131,Nice,Monaco,2.94,3.46,2.46,0,1,2022-2023,0,1,1565.3656985095938,1557.057124091482,1624.7020807244824,1633.0106551425943,0,0,0,-3,-4,-1.1139999999999994,-59.336382214888545,5,5,0,0.03459301556082474,-0.20758784922840023,-1.3674271016290283
132,Troyes,Rennes,3.98,3.87,1.87,1,1,2022-2023,0,0,1456.179926522867,1459.6830835831302,1583.2731070206785,1579.7699499604153,0,-1,1,3,7,3.254,-127.09318049781155,6,7,-1,-0.10624646348298117,0.019583407520124857,2.1279212223411577
133,AC Ajaccio,Lorient,2.45,3.12,3.2,0,1,2022-2023,0,1,1433.4822192592083,1424.6723577040407,1475.0287696738121,1483.8386312289797,-2,-1,3,-5,0,1.298,-41.54655041460387,1,7,-6,-0.5484974646055331,-0.9874355972204351,-0.5132065054785406
134,Brest,Strasbourg,2.55,3.33,2.87,1,1,2022-2023,0,0,1479.6043833943775,1481.6489541663298,1551.6554678861862,1549.610897114234,1,-2,1,3,9,1.718,-72.05108449180875,4,3,1,0.04551646358567611,-0.1861731206307491,2.640231662555183
135,Clermont,Toulouse,3.24,3.39,2.26,2,0,2022-2023,1,0,1461.0003227013588,1469.8311877701767,1420.1938072835733,1411.3629422147553,1,-2,1,-1,1,2.4000000000000004,40.80651541778548,6,5,1,0.06731994823710473,-0.3449348392600102,0.24613200112082248
136,Reims,Lens,3.2,3.45,2.28,1,1,2022-2023,0,0,1504.2464994986406,1507.2216613189748,1610.837082841113,1607.8619210207787,-3,1,2,-5,6,1.4220000000000002,-106.59058334247243,5,13,-8,-0.770604529013692,-1.4370447391109258,0.7945718679674594
137,Montpellier,Lille,3.61,3.75,2.01,1,3,2022-2023,0,1,1491.012789943078,1483.72357423695,1587.6094084975548,1594.8986242036826,1,-1,0,5,-3,4.853999999999999,-96.59661855447689,9,7,2,0.26333778519310064,1.2816752831312757,-0.01782145998685132
138,Nantes,Paris SG,10.72,6.86,1.25,0,3,2022-2023,0,1,1531.0880102942672,1526.0678500626868,1721.0038458749418,1726.0240061065222,-3,2,1,-15,1,2.178,-189.91583558067464,6,13,-7,-0.7859508525380169,-3.2118578373310305,-1.667947276805013
139,Lyon,Angers,1.31,6.0,9.19,5,0,2022-2023,1,0,1621.7576669810644,1626.917646495431,1438.2430577734483,1433.0830782590817,4,-1,-3,5,-7,-1.468,183.5146092076161,10,2,8,0.8506912771548208,1.7829315761146907,-1.1468429437852958
140,Auxerre,Marseille,4.2,3.8,1.86,0,2,2022-2023,0,1,1512.2294758257408,1505.7596236518516,1640.392749330688,1646.8626015045772,-2,0,2,-4,6,3.1640000000000006,-128.16327350494726,7,13,-6,-0.6050421636661527,-1.308501610129502,0.9958713259608611
141,Lens,Lorient,1.72,3.87,5.06,5,2,2022-2023,1,0,1604.2259196103173,1610.837082841113,1481.6399329046078,1475.0287696738121,1,-1,0,5,2,-0.8100000000000005,122.5859867057095,10,7,3,0.32604803702945795,0.8765439691767803,1.114243525322134
142,Lille,Nice,2.06,3.48,3.77,1,2,2022-2023,0,1,1598.892009189767,1587.6094084975548,1554.0830978173817,1565.3656985095938,1,0,-1,6,4,1.1299999999999994,44.80891137238518,7,2,5,0.46677322201147514,0.7908152679426951,1.694226175733574
143,Marseille,Clermont,1.36,5.32,8.42,1,0,2022-2023,1,0,1634.8925159982455,1640.392749330688,1466.5005560338013,1461.0003227013588,2,1,-3,7,-8,-3.4299999999999993,168.39195996444414,10,6,4,0.5782903738082285,2.467836567094073,-1.283737705664203
144,Rennes,Brest,1.54,4.39,6.1,3,1,2022-2023,1,0,1575.7710881770097,1583.2731070206785,1487.1064022380463,1479.6043833943775,0,1,-1,-2,-9,-0.9020000000000001,88.66468593896343,4,4,0,0.10559661097984997,0.5228267476409599,-2.5238525658564974
145,Toulouse,Paris SG,9.89,6.83,1.26,0,3,2022-2023,0,1,1423.2938067505956,1420.1938072835733,1717.9038464079194,1721.0038458749418,-2,1,1,-15,2,1.4799999999999998,-294.6100396573238,5,10,-5,-0.6292137332861054,-3.343439360151843,-1.383376661875516
146,Angers,Reims,3.12,3.32,2.38,2,4,2022-2023,0,1,1446.8478167022984,1438.2430577734483,1495.6417405697905,1504.2464994986406,1,0,-1,-1,-5,-1.4119999999999995,-48.79392386749214,2,2,0,0.08847964499357022,0.4632216737038195,-1.4255840714079562
147,Lyon,Auxerre,1.29,6.31,9.45,2,1,2022-2023,1,0,1614.4219935386395,1621.7576669810644,1519.5651492681657,1512.2294758257408,1,0,-1,4,-2,-2.2379999999999995,94.85684427047386,7,7,0,0.13516379540932677,1.307418969761395,-0.1132726247898951
148,Monaco,Troyes,1.32,5.79,9.18,2,4,2022-2023,0,1,1639.873110510556,1624.7020807244824,1441.0088967367933,1456.179926522867,0,2,-2,0,-3,-0.2560000000000002,198.86421377376269,5,3,2,0.22722130977519167,0.3164678581552487,-0.8817158110066297
149,Montpellier,AC Ajaccio,2.19,3.19,3.7,2,0,2022-2023,1,0,1482.1536930105701,1491.012789943078,1442.341316191716,1433.4822192592083,2,-1,-1,10,3,2.7600000000000016,39.81237681885409,6,1,5,0.5320091341293013,1.80847802124502,1.986073519791331
150,Strasbourg,Nantes,2.07,3.51,3.66,1,1,2022-2023,0,0,1552.2827304158711,1551.6554678861862,1530.4607477645823,1531.0880102942672,-1,-1,2,-3,4,-0.4760000000000004,21.821982651288863,2,5,-3,-0.30454265008559445,-0.9448803761136051,0.6526913397028485
151,Paris SG,Monaco,1.24,7.28,11.07,1,1,2022-2023,0,0,1720.2402835401936,1717.9038464079194,1637.5366733782819,1639.873110510556,3,-2,-1,16,-7,-0.8480000000000001,82.70361016191168,9,4,5,0.7567926589726511,4.211928574765552,0.2814310425664676
152,Reims,Lyon,4.14,4.01,1.8,1,1,2022-2023,0,0,1492.1733810374199,1495.6417405697905,1617.8903530710102,1614.4219935386395,-3,1,2,-5,5,2.6840000000000006,-125.71697203359031,1,6,-5,-0.5353503433966752,-1.5706332793635631,0.6184095535017115
153,Brest,Montpellier,1.94,3.58,4.07,0,7,2022-2023,0,1,1497.8669057715902,1487.1064022380463,1471.3931894770262,1482.1536930105701,0,1,-1,4,-2,-3.9639999999999986,26.47371629456393,4,3,1,0.21719758803451925,1.2006111191719224,-0.14817399846979282
154,Lorient,Clermont,1.99,3.44,4.08,2,1,2022-2023,1,0,1471.4914993028078,1481.6399329046078,1476.6489896356013,1466.5005560338013,-1,3,-2,-2,-4,-2.168,-5.157490332793486,4,6,-2,-0.09661075553557552,0.19566503271014513,-1.4766776770652041
155,Nice,Marseille,2.83,3.47,2.54,0,3,2022-2023,0,1,1562.2482571823668,1554.0830978173817,1626.7273566332603,1634.8925159982455,-2,1,1,-5,3,-0.11199999999999966,-64.4790994508935,2,7,-5,-0.48330735368367705,-1.194688098060388,0.04162838267637184
156,Troyes,Angers,2.37,3.28,3.2,3,1,2022-2023,1,0,1430.22149998746,1441.0088967367933,1457.6352134516317,1446.8478167022984,-1,-1,2,0,8,1.7979999999999996,-27.41371346417168,0,2,-2,-0.24067268799921385,-0.7676901399437522,2.024259683675292
157,Nantes,Toulouse,2.39,3.39,3.06,3,1,2022-2023,1,0,1523.0582353026916,1530.4607477645823,1430.6963192124863,1423.2938067505956,-2,1,1,-3,2,1.2480000000000007,92.36191609020534,2,5,-3,-0.2972505781339402,-0.8228895988797454,0.09348119058333831
158,Lens,Rennes,2.33,3.49,3.06,2,1,2022-2023,1,0,1594.4840723151524,1604.2259196103173,1585.5129354721746,1575.7710881770097,1,0,-1,5,1,0.6199999999999997,8.971136842977785,7,4,3,0.3319572114014295,0.9905847571864034,0.8153475204699564
159,Auxerre,Strasbourg,3.52,3.5,2.13,1,0,2022-2023,1,0,1507.969722321914,1519.5651492681657,1563.8781573621227,1552.2827304158711,1,0,-1,4,1,1.0280000000000005,-55.90843504020859,4,2,2,0.23693424856933626,0.8272782840177512,0.6854191518628313
160,AC Ajaccio,Lille,3.26,3.18,2.38,1,3,2022-2023,0,1,1448.4086119372014,1442.341316191716,1592.8247134442815,1598.892009189767,-2,-1,3,-9,-4,1.636000000000001,-144.41610150708016,1,4,-3,-0.3336211263275474,-1.706646492039416,-1.9066545902286576
161,Lille,Paris SG,7.64,5.64,1.37,1,7,2022-2023,0,1,1599.6631928071981,1592.8247134442815,1713.401804177277,1720.2402835401936,-2,1,1,-10,3,2.0359999999999996,-113.73861137007884,4,6,-2,-0.33749127998057815,-2.5430992261577456,-0.48555806749776004
162,Rennes,AC Ajaccio,1.5,4.25,7.09,2,1,2022-2023,1,0,1578.9365143465495,1585.5129354721746,1454.9850330628265,1448.4086119372014,0,1,-1,2,-2,-2.5759999999999996,123.95148128372307,1,1,0,0.10102659833588867,0.795412722759257,-0.3844857712898907
163,Angers,Brest,2.42,3.25,3.12,1,3,2022-2023,0,1,1467.018163205546,1457.6352134516317,1488.4839560176758,1497.8669057715902,2,1,-3,1,-9,-2.662,-21.46579281212985,2,1,1,0.2631154169916122,1.4181513172883755,-2.2828656024491227
164,Clermont,Nice,3.63,3.38,2.13,1,0,2022-2023,1,0,1463.5371830416968,1476.6489896356013,1575.3600637762713,1562.2482571823668,0,-2,2,-3,2,3.658,-111.82288073457448,3,2,1,0.007002221191657132,-1.0365439693575929,0.31844925500898424
165,Montpellier,Auxerre,1.95,3.58,4.05,1,2,2022-2023,0,1,1480.8873946014187,1471.3931894770262,1498.4755171975216,1507.969722321914,-1,-2,3,-1,7,6.669999999999998,-17.58812259610295,3,1,2,0.028620915493040987,-1.3190374184747122,1.8755033932182363
166,Toulouse,Lorient,1.89,3.66,4.2,2,2,2022-2023,0,0,1429.457211545125,1430.6963192124863,1472.7306069701692,1471.4914993028078,2,-1,-1,6,-3,-0.934000000000001,-43.27339542504433,4,3,1,0.2511245032774495,1.8246345903322145,-0.05280347058079534
167,Strasbourg,Reims,1.76,3.66,4.99,1,1,2022-2023,0,0,1566.0317044628175,1563.8781573621227,1490.019833936725,1492.1733810374199,1,1,-2,-4,-7,-1.2400000000000002,76.01187052609248,1,0,1,0.14736219546894117,-0.03131938090623411,-2.3305448094608674
168,Marseille,Nantes,1.63,4.14,5.42,2,1,2022-2023,1,0,1619.2253491344777,1626.7273566332603,1530.5602428014743,1523.0582353026916,2,-2,0,6,-2,-1.5960000000000005,88.66510633300345,4,2,2,0.31777724910844063,1.6277617657843024,0.27252855667117004
169,Monaco,Lens,1.82,3.96,4.27,1,4,2022-2023,0,1,1649.4374906426933,1637.5366733782819,1582.583255050741,1594.4840723151524,0,0,0,1,1,-0.18399999999999972,66.85423559195237,4,4,0,0.03375465959109273,0.1932418496235044,0.33014831700744923
170,Lyon,Troyes,1.3,6.15,9.1,4,1,2022-2023,1,0,1612.5868839515815,1617.8903530710102,1435.5249691068886,1430.22149998746,4,-2,-2,6,-5,-4.108,177.06191484469286,3,0,3,0.46834891751246654,2.154396375510951,-0.5803945050617717
171,Brest,Marseille,3.81,3.7,1.96,1,1,2022-2023,0,0,1484.7008979678628,1488.4839560176758,1623.0084071842907,1619.2253491344777,-2,0,2,-3,6,2.8040000000000003,-138.3075092164279,0,3,-3,-0.3549271591284461,-1.2786198189311166,1.1567232989982488
172,Nice,Strasbourg,2.2,3.33,3.53,1,1,2022-2023,0,0,1575.644873456309,1575.3600637762713,1565.74689478278,1566.0317044628175,1,0,-1,4,-1,-0.56,9.897978673528996,1,0,1,0.19104156652590695,1.1125393098461107,0.16668674020998217
173,AC Ajaccio,Lens,3.35,3.17,2.34,0,0,2022-2023,0,0,1451.2838250342663,1454.9850330628265,1586.284463079301,1582.583255050741,-2,-2,4,-7,3,4.965999999999999,-135.00063804503475,0,3,-3,-0.4057799571014099,-2.0364886582275172,0.14473365154337492
174,Auxerre,Angers,2.43,3.26,3.12,2,2,2022-2023,0,0,1499.433113045953,1498.4755171975216,1466.0605673571147,1467.018163205546,0,0,0,0,4,-0.05799999999999983,33.37254568883827,0,1,-1,-0.09114318174029479,-0.24094872619480517,0.9163620848078742
175,Reims,Clermont,2.02,3.28,4.14,2,4,2022-2023,0,1,1501.4294051726088,1490.019833936725,1452.127611805813,1463.5371830416968,1,0,-1,5,0,-1.2520000000000007,49.301793366795664,0,0,0,0.12196546134116758,1.3220523726616868,0.502311007831537
176,Troyes,Toulouse,2.96,3.27,2.52,0,3,2022-2023,0,1,1446.319308272843,1435.5249691068886,1418.6628723791705,1429.457211545125,-1,1,0,2,4,3.016,27.65643589367255,0,1,-1,-0.08980577936459584,0.055755720053650336,1.1788317250440408
177,Paris SG,Montpellier,1.06,15.46,29.97,5,2,2022-2023,1,0,1709.08037342364,1713.401804177277,1485.2088253550558,1480.8873946014187,2,1,-3,13,-7,-2.8859999999999997,223.87154806858416,3,3,0,0.3407285758356151,3.9524421427491023,-0.37101198638346866
178,Monaco,Rennes,2.1,3.63,3.54,1,1,2022-2023,0,0,1651.556048280801,1649.4374906426933,1576.817956708442,1578.9365143465495,2,0,-2,5,1,0.31000000000000005,74.73809157235905,3,0,3,0.34617032897285077,1.128004964264618,0.7554367319455776
179,Nantes,Lille,3.19,3.35,2.34,1,1,2022-2023,0,0,1528.4823921651107,1530.5602428014743,1601.7410434435617,1599.6631928071981,-1,2,-1,-3,-2,1.1660000000000008,-73.258651278451,1,3,-2,-0.15960520433849354,-0.33458412587179215,-0.9882493832738912
180,Marseille,Reims,1.62,4.0,5.86,4,1,2022-2023,1,0,1616.0095369738854,1623.0084071842907,1508.4282753830141,1501.4294051726088,1,0,-1,1,-3,-1.31,107.58126159087124,0,0,0,0.09578622803067814,0.7176670391315884,-0.7022010061626278
181,Rennes,Lorient,1.48,4.72,6.5,0,1,2022-2023,0,1,1590.4270197213011,1576.817956708442,1459.12154395731,1472.7306069701692,3,-1,-2,10,-7,-2.3119999999999994,131.30547576399113,0,0,0,0.2954692287615272,3.3033479912446935,-0.6206228864773516
182,Angers,Nantes,3.14,3.24,2.41,0,0,2022-2023,0,0,1464.1782844495362,1466.0605673571147,1530.3646750726891,1528.4823921651107,0,-1,1,-4,-4,-0.11000000000000121,-66.18639062315287,0,0,0,0.008383385537419413,-0.5026919697497486,-1.3935681439709253
183,Lens,Brest,1.62,4.13,5.56,3,2,2022-2023,1,0,1578.7228641529116,1586.284463079301,1492.2624968942523,1484.7008979678628,0,3,-3,3,-2,-0.7499999999999996,86.46036725865929,0,0,0,0.11317871423839977,1.0818935417559135,-0.39648974618599286
184,Lille,Auxerre,1.64,4.04,5.48,4,1,2022-2023,1,0,1594.2001644388645,1601.7410434435617,1506.9739920506502,1499.433113045953,0,0,0,2,1,-0.258,87.22617238821431,0,0,0,0.048833338085642455,0.4155041436052067,0.44989548934851104
185,Montpellier,Troyes,2.15,3.22,3.78,3,2,2022-2023,1,0,1475.7850399430772,1485.2088253550558,1455.7430936848216,1446.319308272843,-1,-1,2,-2,8,-1.314,20.04194625825562,0,0,0,-0.09357751275893054,-1.2739674301867767,1.7668949644303638
